Questions,Subject,cleaned_question,topic,Topic_Difficulty,student_id,quiz_attempt,score,time_taken,difficulty,recommended_next_topic,question,option_1,option_2,option_3,option_4,correct_answer
"If \( A+B=C \) and that \( C \) is
perpendicular to \( A \). What is the angle
between \( \boldsymbol{A} \) and \( \boldsymbol{B} \), if \( |\boldsymbol{A}|=|\boldsymbol{C}| \) ?
A \( \cdot \frac{\pi}{4} r a d \)
B. \( \frac{\pi}{2} r a d \)
c. \( \frac{3 \pi}{4} r a d \)
D. \( \pi r a d \)",Physics,abc perpendicular angle boldsymbola boldsymbolb boldsymbolaboldsymbolc cdot fracpi4 fracpi2 frac3 pi4 pi,Other,Unknown,1049,1,54,259,Medium,electricity,,,,,,
"A body is weighed at the poles and at the equator. The weight:
A. at the equator it will be more than at the poles
B. at the poles it will be greater than at the equator
C. at the poles it will be equal to the weight at the equator
D. depends upon the object",Physics,body weighed pole equator weight equator pole pole greater equator pole equal weight equator depends upon object,Other,Unknown,1072,2,21,88,Easy,other,A body is weighed at the poles and at the equator. The weight:,at the equator it will be more than at the poles,at the poles it will be greater than at the equator,at the poles it will be equal to the weight at the equator,depends upon the object,
"A horizontal force of \( 500 N \) pulls two
masses \( 10 k g \) and \( 20 k g \) connected by a light string and placed on a frictionless horizontal table. What is the tension in
the string if the force is applied on the \( 20 k g \) mass?
A. \( 333.3 N \)
N
в. \( 166.7 N \)
c. \( 233.3 N \)
D. \( 217 N \)",Physics,horizontal force 500 pull two mass 10 20 connected light string placed frictionless horizontal table tension string force applied 20 mass 3333 1667 2333 217,Optics,Easy,1035,10,58,98,Medium,electricity,,,,,,
"While measuring the length of a wooden box, the reading at one end is \( 1.5 \mathrm{cm} \) and the other end is \( 4.7 \mathrm{cm} . \) What is the
length of the wooden box?
A. \( 4.7 \mathrm{cm} \)
B. \( 1.5 \mathrm{cm} \)
c. 3.2 \( \mathrm{cm} \)
D. 6.2 cm",Physics,measuring length wooden box reading one end 15 mathrmcm end 47 mathrmcm length wooden box 47 mathrmcm 15 mathrmcm 32 mathrmcm 62 cm,Other,Unknown,1059,3,95,185,Hard,thermodynamics,"While measuring the length of a wooden box, the reading at one end is \( 1.5 \mathrm{cm} \) and the other end is \( 4.7 \mathrm{cm} . \) What is the
length of the wooden box?",\( 4.7 \mathrm{cm} \),\( 1.5 \mathrm{cm} \),3.2 \( \mathrm{cm} \),6.2 cm,
"The path followed by a projectile is called its:
A. trajectory
B. range
c. amplitude
D. none of these",Physics,path followed projectile called trajectory range amplitude none,Mechanics,Medium,1042,1,87,194,Hard,thermodynamics,The path followed by a projectile is called its:,trajectory,range,amplitude,none of these,
"Position-time graph is shown, which is
a semicircle from \( t=2 \) to \( t=8 \) sec.
Find time \( t \) at which the instantaneous
velocity, is equal to average velocity
over first \( t \) seconds
A . \( 4.8 \mathrm{sec} \)
B. 3.2 sec
\( c .2 .4 \mathrm{sec} \)
D. 5 sec",Physics,positiontime graph shown semicircle t2 t8 sec find time instantaneous velocity equal average velocity first second 48 mathrmsec 32 sec mathrmsec sec,Kinematics,Easy,1061,5,54,111,Medium,mechanics,,,,,,
"The work function of a substance is
4.0eV. The longest wavelength of light that can cause photoelectron emission from this substance is approximately
A . \( 5400 A^{\circ} \)
в. \( 4000 A^{\circ} \)
c. \( 3100 A^{\circ} \)
D. 2200A \( ^{\text {0 }} \)",Physics,work function substance 40ev longest wavelength light cause photoelectron emission substance approximately 5400 acirc 4000 acirc 3100 acirc 2200a text,Optics,Easy,1016,9,81,132,Hard,kinematics,,,,,,
"A car of mass 2000 kg changes its
speed from \( 18 \mathrm{km} / \mathrm{h} \) to \( 90 \mathrm{km} / \mathrm{hr} \). Find
the work done by the engine.",Physics,car mass 2000 kg change speed 18 mathrmkm mathrmh 90 mathrmkm mathrmhr find work done engine,Mechanics,Medium,1093,2,70,282,Hard,kinematics,,,,,,
"Fill in the blank.
Atmospheric pressure with increase in
altitude.
A. increases
B. decreases
c. remains constant
D. may increase or decrease",Physics,fill blank atmospheric pressure increase altitude increase decrease remains constant may increase decrease,Other,Unknown,1089,6,72,112,Hard,thermodynamics,"Fill in the blank.
Atmospheric pressure with increase in
altitude.",increases,decreases,remains constant,may increase or decrease,
"A cast iron column has an internal
diameter of 200 mm. What should be
the minimum external diameter (in
\( \mathrm{m} \) so that it may carry a load of
1.6 million \( N \) without the stress
exceeding \( 90 N / m m^{2} ? \) (round off your answer to nearest integer)",Physics,cast iron column internal diameter 200 mm minimum external diameter mathrmm may carry load 16 million without stress exceeding 90 m2 round answer nearest integer,Kinematics,Easy,1044,1,75,259,Hard,thermodynamics,,,,,,
"A gas in a \( 1 \mathrm{m}^{3} \) container has a
molecular diameter of \( 0.1 \mathrm{m} . \) There are 10 molecules. What is its mean free
path?
A . \( 2.25 \mathrm{m} \)
B. 2m
\( c .3 m \)
\( D \cdot 1 m \)",Physics,gas mathrmm3 container molecular diameter 01 mathrmm 10 molecule mean free path 225 mathrmm 2m cdot,Thermodynamics,Medium,1080,2,93,32,Hard,kinematics,,,,,,
"Choose the correct options.
A. If the incident rays are converging, we have a real object
B. If the final ray are converging, we have a real image.
C. The image of a virtual object is called a virtual image.
D. If the image is virtual, the corresponding object is called a virtual object",Physics,choose correct option incident ray converging real object final ray converging real image image virtual object called virtual image image virtual corresponding object called virtual object,Optics,Easy,1007,5,64,169,Medium,optics,Choose the correct options.,"If the incident rays are converging, we have a real object","If the final ray are converging, we have a real image.",The image of a virtual object is called a virtual image.,"If the image is virtual, the corresponding object is called a virtual object",
"A particle starts moving from point \( (2, \)
10,1)\( . \) Displacement for the particle is 8 \( \hat{\mathbf{i}}-2 \hat{\mathbf{j}}+\hat{\boldsymbol{k}} . \) The final coordinates of the
particle is
A. (10,8,2)
)
в. (8,10,2)
\( c \cdot(2,10,8) \)
D. (8,2,10)",Physics,particle start moving point 101 displacement particle hatmathbfi2 hatmathbfjhatboldsymbolk final coordinate particle 1082 8102 cdot2108 8210,Kinematics,Easy,1059,2,55,118,Medium,mechanics,,,,,,
"A body is acted upon by force which is inversely proportional to the distance covered. The work done will be
proportional to:
\( A \)
B \( \cdot s^{2} \)
c. \( \sqrt{s} \)
D. None of the above",Physics,body acted upon force inversely proportional distance covered work done proportional cdot s2 sqrts none,Mechanics,Medium,1010,1,49,241,Medium,mechanics,,,,,,
"A person \( 1.6 m \) tall is standing at the centre between two walls three metre
high. What is the minimum size of a plane mirror fixed on the wall in front of
him, if he is to see the full height of the
wall behind him?",Physics,person 16 tall standing centre two wall three metre high minimum size plane mirror fixed wall front see full height wall behind,Optics,Easy,1021,7,89,269,Hard,thermodynamics,,,,,,
"Why reflecting telescope is superior in comparison to refracting telescope? Write two reasons.

Magnifying power of a telescope is 8 When it is adjusted for parallel rays the distance between eyepiece and objective lens is \( 18 \mathrm{cm} . \) Determine the focal length of both the lenses.",Physics,reflecting telescope superior comparison refracting telescope write two reason magnifying power telescope adjusted parallel ray distance eyepiece objective lens 18 mathrmcm determine focal length lens,Optics,Easy,1095,1,48,48,Medium,mechanics,,,,,,
"The ratio of speed of electron in ground state of hydrogen atom to that of light is
A \( \cdot \frac{1}{137} \)
в. \( \frac{1}{207} \)
c. \( \frac{2}{237} \)
D. \( \frac{1}{237} \)",Physics,ratio speed electron ground state hydrogen atom light cdot frac1137 frac1207 frac2237 frac1237,Optics,Easy,1079,4,45,48,Medium,mechanics,,,,,,
"A \( 30 V, 90 W \) lamp is to be operated on
a \( 120 V D C \) line. For proper glow, a
resistor of ..... should be connected in
series with the lamp
A . 10
B. 20
c. 30
D. 40",Physics,30 90 lamp operated 120 line proper glow resistor connected series lamp 10 20 30 40,Other,Unknown,1088,2,53,155,Medium,electricity,,,,,,
"Write the colour code for \( 4.7 ~ K \Omega \pm \)
\( 10 \% \)",Physics,write colour code 47 omega pm 10,Other,Unknown,1013,7,72,128,Hard,kinematics,,,,,,
"Two bullets are fired horizontally with different velocities from the same
height.

Which will reach the ground first?
A. Slower one
B. Faster one
c. Both will reach simultaneously
D. It cannot be predicated",Physics,two bullet fired horizontally different velocity height reach ground first slower one faster one reach simultaneously cannot predicated,Kinematics,Easy,1007,1,78,150,Hard,kinematics,"Two bullets are fired horizontally with different velocities from the same
height.

Which will reach the ground first?",Slower one,Faster one,Both will reach simultaneously,It cannot be predicated,
"In order that a ray suffers minimum
deviation, it should be incident at an
angle of:
A \( \cdot 45^{\circ} \)
В. \( 90^{\circ} \)
\( c \cdot 30^{\circ} \)
D. none of the above",Physics,order ray suffers minimum deviation incident angle cdot 45circ 90circ cdot 30circ none,Other,Unknown,1039,8,37,169,Easy,other,,,,,,
"The centre of curvature of a
mirror is behind it.
A. convex
B. concave
c. convex or concave
D. plane",Physics,centre curvature mirror behind convex concave convex concave plane,Optics,Easy,1096,2,83,145,Hard,thermodynamics,"The centre of curvature of a
mirror is behind it.",convex,concave,convex or concave,plane,
"One litre of water at \( 30^{\circ} C \) is mixed with
one litre of water at \( 50^{\circ} C . \) The
temperature of the mixture will be
A . \( 80 \mathrm{c} \)
B. more than 50c but less than 80C
\( c \cdot 20 c \)
D. between \( 30 c \) and 500",Physics,one litre water 30circ mixed one litre water 50circ temperature mixture 80 mathrmc 50c less 80c cdot 20 30 500,Thermodynamics,Medium,1035,3,75,190,Hard,kinematics,,,,,,
"Consider the following two statements:
1) Kirchoff's junction law follows from
the conservation of charge
2) Kirchoff's loop law follows from the conservation of energy. Which of the following is correct?
A. both 1 and 2 are wrong
B. 1 is correct and 2 is wrong
C. 1 is wrong and 2 is correct
D. both 1 and 2 are correct",Physics,consider following two statement kirchoffs junction law follows conservation charge kirchoffs loop law follows conservation energy following correct wrong correct wrong wrong correct correct,Mechanics,Medium,1065,6,51,274,Medium,electricity,"Consider the following two statements:
1) Kirchoff's junction law follows from
the conservation of charge
2) Kirchoff's loop law follows from the conservation of energy. Which of the following is correct?",both 1 and 2 are wrong,1 is correct and 2 is wrong,1 is wrong and 2 is correct,both 1 and 2 are correct,
"The mass of the Jupiter is \( 1.9 \times 10^{27} k g \)
and that of the sun is \( 1.99 \times 10^{38} k g \).
The mean distance of the Jupiter from the sun is \( 7.8 \times 10^{11} \) m. Speed of the
Jupiter is (assuming that Jupiter moves in a circular orbit around the sun)
A \( \cdot 1.304 \times 10^{4} \mathrm{m} / \mathrm{sec} \)
в. \( 13.04 \times 10^{4} \mathrm{m} / \mathrm{sec} \)
c. \( 1.304 \times 10^{6} \mathrm{m} / \mathrm{sec} \)
D. \( 1.304 \times 10^{2} \mathrm{m} / \mathrm{sec} \)",Physics,mass jupiter 19 time 1027 sun 199 time 1038 mean distance jupiter sun 78 time 1011 speed jupiter assuming jupiter move circular orbit around sun cdot 1304 time 104 mathrmm mathrmsec 1304 time 104 mathrmm mathrmsec 1304 time 106 mathrmm mathrmsec 1304 time 102 mathrmm mathrmsec,Mechanics,Medium,1090,2,20,267,Easy,mechanics,,,,,,
"An infinitely long straight non-magnetic conducting wire of radius a carries a \( d c \)
current I. The magnetic field \( B \), at a distance \( r(r<a) \) from axis of the wire
is:
A \( \cdot \frac{\mu_{0} I}{2 \pi a} \)
в. \( \frac{\mu_{0} I r}{2 \pi a^{2}} \)
c. \( \frac{2 \mu_{0} I r}{\pi a^{2}} \)
D. \( \frac{\mu_{0} I r^{2}}{2 \pi a^{3}} \)",Physics,infinitely long straight nonmagnetic conducting wire radius carry current magnetic field distance rra axis wire cdot fracmu_0 i2 pi fracmu_0 r2 pi a2 frac2 mu_0 rpi a2 fracmu_0 r22 pi a3,Electricity,Hard,1093,7,36,42,Easy,electricity,,,,,,
"A telescope makes use of
A. convex lenses
B. concave lenses
C. either convex or concave lenses
D. neither convex nor concave lenses",Physics,telescope make use convex lens concave lens either convex concave lens neither convex concave lens,Optics,Easy,1085,5,95,223,Hard,kinematics,A telescope makes use of,convex lenses,concave lenses,either convex or concave lenses,neither convex nor concave lenses,
"A stone thrown upwards with speed attains maximum height h. Another
stone thrown upwards from the same point with speed \( 2 u \) attains maximum height H. What is the relation between h and H?
\( A \cdot 2 h=H \)
B. \( 3 h=H \)
\( c \cdot 4 h=H \)
\( D \cdot 5 h=H \)",Physics,stone thrown upwards speed attains maximum height another stone thrown upwards point speed attains maximum height relation cdot hh hh cdot hh cdot hh,Other,Unknown,1092,6,88,290,Hard,thermodynamics,,,,,,
"A particle is falling freely under gravity from rest. In first \( t \) second it covers
distance \( x_{1} \) and in the next \( t \) second it
covers distance \( x_{2}, \) then \( t \) is given by:
A. \( \sqrt{\frac{x_{2}-x_{1}}{g}} \)
в. \( \sqrt{\frac{x_{2}+x_{1}}{2 g}} \)
c. \( \sqrt{\frac{\left(x_{2}-x_{1}\right)}{2 g}} \)
D. \( \sqrt{\frac{\left(x_{2}+x_{1}\right)}{g}} \)",Physics,particle falling freely gravity rest first second cover distance x_1 next second cover distance x_2 given sqrtfracx_2x_1g sqrtfracx_2x_12 sqrtfracleftx_2x_1right2 sqrtfracleftx_2x_1rightg,Kinematics,Easy,1005,10,44,98,Medium,optics,,,,,,
"Obtain an expression for equivalent capacitance when three capacitors \( C_{1}, C_{2} \) and \( C_{3} \) are connected in series.",Physics,obtain expression equivalent capacitance three capacitor c_1 c_2 c_3 connected series,Electricity,Hard,1060,1,84,30,Hard,kinematics,,,,,,
"In the circuit shown below, all the
resistances are equal, each equal to \( \mathrm{R} \)
The equivalent resistance
between points \( A \) and \( C \) is :
\( A \)
8. 4 R
\( c \cdot R / 2 \)
D. None of the above",Physics,circuit shown resistance equal equal mathrmr equivalent resistance point cdot none,Electricity,Hard,1076,3,62,250,Medium,electricity,,,,,,
"The masses of \( \alpha \) -particle, proton and neutron are 4.00150 amu, 1.00728 amu
and 1.00867 amu respectively. Binding Energy per nucleon of \( \alpha \) -particle is :
\begin{tabular}{l} 
A .2835 \\
\hline
\end{tabular}
в. 931.5 Ме \( V \)
c. \( 28.3 \mathrm{MeV} \)
D. \( 7.08 \mathrm{MeV} \)",Physics,mass alpha particle proton neutron 400150 amu 100728 amu 100867 amu respectively binding energy per nucleon alpha particle begintabularl 2835 hline endtabular 9315 ме 283 mathrmmev 708 mathrmmev,Mechanics,Medium,1098,10,89,52,Hard,thermodynamics,,,,,,
"A pulley has a light rope running over it, with a \( 10 N \) weight on one side and a
\( 20 N \) weight on the other. Ropes always
pull with equal force on each end; this is called tension. If the masses are
allowed to fall, what is the tension, \( \boldsymbol{T} \) in
the rope?
A . \( 0 N \)
В. \( 1 N<T<10 N \)
\( c \cdot 10 N \)
D. None of these",Physics,pulley light rope running 10 weight one side 20 weight rope always pull equal force end called tension mass allowed fall tension boldsymbolt rope nt10 cdot 10 none,Optics,Easy,1046,7,80,79,Hard,kinematics,,,,,,
"A body of mass \( \mathrm{m} \) is kept on an inclined
plane of inclination \( 30^{0} \) to the
horizontal. If the angle of repose is \( 45^{0} \) static friction on the body is
A \( \cdot \frac{m g}{\sqrt{2}} \)
B. \( \frac{m g}{2} \)
\( \mathrm{c} \cdot \mathrm{mg} \)
D. \( \sqrt{2} m g \)",Physics,body mass mathrmm kept inclined plane inclination 300 horizontal angle repose 450 static friction body cdot fracm gsqrt2 fracm g2 mathrmc cdot mathrmmg sqrt2,Mechanics,Medium,1063,8,20,95,Easy,mechanics,,,,,,
"At what value of \( \eta \) will the velocity of the
disc after the collision reverse its
direction?
A. \( \eta<4 \)
в. \( \eta>4 \)
\( \mathbf{c} \cdot \eta=4 \)
D. \( \eta=0 \)",Physics,value eta velocity disc collision reverse direction eta4 eta4 mathbfc cdot eta4 eta0,Kinematics,Easy,1099,10,72,179,Hard,thermodynamics,,,,,,
"Which of the following rejector circuit (symbols have their usual meaning)?
\( A \)
B.
\( c \)
D.",Physics,following rejector circuit symbol usual meaning,Electricity,Hard,1032,7,20,53,Easy,electricity,,,,,,
"The work done in turning a magnet of magnetic moment \( M \) by an angle of \( 90^{\circ} \)
from the meridian is \( n \) times the
corresponding work done to turn it through an angle of \( 60^{\circ} \) from the
meridian, where \( n \) is given by :
A \( \cdot \frac{1}{2} \)
B. 2
\( c \cdot \frac{1}{4} \)
D.",Physics,work done turning magnet magnetic moment angle 90circ meridian time corresponding work done turn angle 60circ meridian given cdot frac12 cdot frac14,Mechanics,Medium,1020,8,69,66,Medium,mechanics,,,,,,
"A mercury drop of radius \( 1 \mathrm{cm} \) is
sprayed into \( 10^{6} \) drops of equal size. The
energy expended in joule is (surface tension of mercury is \( 460 x 10^{-3} \mathrm{N} / \mathrm{m} \) ):
A. 0.057
B. 5.7
c. \( 5.7 \times 10^{-4} \)
D. \( 5.7 \times 10^{-6} \)",Physics,mercury drop radius mathrmcm sprayed 106 drop equal size energy expended joule surface tension mercury 460 103 mathrmn mathrmm 0057 57 57 time 104 57 time 106,Mechanics,Medium,1008,10,71,234,Hard,thermodynamics,"A mercury drop of radius \( 1 \mathrm{cm} \) is
sprayed into \( 10^{6} \) drops of equal size. The
energy expended in joule is (surface tension of mercury is \( 460 x 10^{-3} \mathrm{N} / \mathrm{m} \) ):",0.057,5.7,\( 5.7 \times 10^{-4} \),\( 5.7 \times 10^{-6} \),
"the anode is kept at positive potential
with respect to the cathode.
A. themions are get attracted towards the anode and accelerate towards the anode
B. themions are get deviated towards the anode and accelerate towards the anode
C. themions get attracted towards the cathode and accelerate towards the cathode
D. none of these",Physics,anode kept positive potential respect cathode themions get attracted towards anode accelerate towards anode themions get deviated towards anode accelerate towards anode themions get attracted towards cathode accelerate towards cathode none,Other,Unknown,1046,1,25,257,Easy,other,"the anode is kept at positive potential
with respect to the cathode.",themions are get attracted towards the anode and accelerate towards the anode,themions are get deviated towards the anode and accelerate towards the anode,themions get attracted towards the cathode and accelerate towards the cathode,none of these,
"A car travels with a uniform velocity of
\( 25 m s^{-1} \) for 5 s. The brakes are then
applied and the car is uniformly retarded and comes to rest in further 10
s. Find the acceleration.
\( \mathbf{A} \cdot 5 m s^{-2} \)
B. \( -2.5 \mathrm{m} \mathrm{s}^{-2} \)
c. \( 25 \mathrm{m} \mathrm{s}^{-2} \)
D. \( 10 \mathrm{m} \mathrm{s}^{-2} \)",Physics,car travel uniform velocity 25 s1 brake applied car uniformly retarded come rest 10 find acceleration mathbfa cdot s2 25 mathrmm mathrms2 25 mathrmm mathrms2 10 mathrmm mathrms2,Kinematics,Easy,1072,6,74,262,Hard,kinematics,,,,,,
"In a certain process 500 cal of heat is
given to a system and the system does \( 100 J \) of work. The increase in internal
energy of the system is
A . 40 cal
в. 82 cal
c. 1993 J
D. 2193 J",Physics,certain process 500 cal heat given system system 100 work increase internal energy system 40 cal 82 cal 1993 2193,Mechanics,Medium,1070,4,61,229,Medium,electricity,,,,,,
"If the specific heat of lead is
\( 0.03 \operatorname{cal} g^{-1 o} C^{-1}, \) thermal capacity of 500 g of lead is
\( \mathbf{A} \cdot 5 \operatorname{cal}^{o} C^{-1} \)
B. \( 10 \mathrm{cal}^{\circ} \mathrm{C}^{-1} \)
c. \( 15 ~ c a l^{\circ} C^{-1} \)
D. \( 20 \mathrm{cal}^{\circ} \mathrm{C}^{-1} \)",Physics,specific heat lead 003 operatornamecal g1 c1 thermal capacity 500 lead mathbfa cdot operatornamecalo c1 10 mathrmcalcirc mathrmc1 15 lcirc c1 20 mathrmcalcirc mathrmc1,Thermodynamics,Medium,1083,4,27,205,Easy,thermodynamics,,,,,,
"A ray of light is incident on a plane
mirror at an angle of incidence of \( 30^{\circ} \) The deviation produced by the mirror is:
A \( .30^{\circ} \)
В \( \cdot 60^{\circ} \)
\( c \cdot 90^{\circ} \)
D. \( 120^{\circ} \)",Physics,ray light incident plane mirror angle incidence 30circ deviation produced mirror 30circ cdot 60circ cdot 90circ 120circ,Optics,Easy,1077,4,98,73,Hard,kinematics,,,,,,
"Consider the time interval \( t=0 \) to \( t= \)
\( \mathbf{2 . 0 s} \)
The magnetic field is perpendicular to
the plane of the loop.",Physics,consider time interval t0 mathbf2 magnetic field perpendicular plane loop,Other,Unknown,1006,6,24,255,Easy,other,,,,,,
"A vehicle is running with a velocity of \( 5 m / s . \) If the momentum of the vehicle
is \( 5000 \mathrm{kg} \mathrm{m} / \mathrm{s}, \) What is its mass?
A. \( 1 \mathrm{kg} \)
в. \( 100 \mathrm{kg} \)
c. \( 1000 k g \)
D. \( 1.1 \mathrm{kg} \)",Physics,vehicle running velocity momentum vehicle 5000 mathrmkg mathrmm mathrms mass mathrmkg 100 mathrmkg 1000 11 mathrmkg,Kinematics,Easy,1056,10,85,227,Hard,thermodynamics,,,,,,
"Spheres \( P \) and \( Q \) are uniformly
constructed from the same material
which is a good conductor of heat and the
radius of \( Q \) is thrice the radius of \( P \). The
rate of fall of temperature of \( P \) is \( x \) times
that of \( Q . \) When both are at the same surface temperature, the value of \( x \) is :
A \( \cdot \frac{1}{4} \)
B. \( \frac{1}{3} \)
\( c .3 \)
D.",Physics,sphere uniformly constructed material good conductor heat radius thrice radius rate fall temperature time surface temperature value cdot frac14 frac13,Kinematics,Easy,1002,9,80,170,Hard,kinematics,,,,,,
"Alpha particles that come closer to the nuclei
A. are deflected more
B. are deflected less
c. make more collision
D. are slowed down more",Physics,alpha particle come closer nucleus deflected deflected less make collision slowed,Other,Unknown,1061,7,39,201,Easy,other,Alpha particles that come closer to the nuclei,are deflected more,are deflected less,make more collision,are slowed down more,
"The position \( x \) of a particle varies with time \( (t) \) as \( x=a t^{2}-b t^{3} . \) The
acceleration of the particle will be equal
to zero, at time
A \( \cdot \frac{2 a}{3 b} \)
B. \( \frac{a}{b} \)
c. \( \frac{a}{3 b} \)
D. \( \frac{2 a}{b} \)",Physics,position particle varies time xa t2b t3 acceleration particle equal zero time cdot frac2 a3 fracab fraca3 frac2 ab,Kinematics,Easy,1065,5,51,212,Medium,optics,,,,,,
"Which of the following cannot be considered an example of precession?
A. A spinning top
B. A spinning wheel
c. Rolling ball
D. Spinning of the earth",Physics,following cannot considered example precession spinning top spinning wheel rolling ball spinning earth,Other,Unknown,1085,10,88,298,Hard,kinematics,Which of the following cannot be considered an example of precession?,A spinning top,A spinning wheel,Rolling ball,Spinning of the earth,
"A coil in a simple generator has 200 turns.Now the number of turns in the
coil increases to \( 500 . \) What will be its
effect:
A. current produced will increase
B. voltage produced will increase
\( c \cdot \) both
D. none",Physics,coil simple generator 200 turnsnow number turn coil increase 500 effect current produced increase voltage produced increase cdot none,Electricity,Hard,1096,3,84,242,Hard,kinematics,,,,,,
"Three similar cells, each of emf \( 2 V \) and
internal resistance \( r \) send the same
current through an external resistance of \( 2 \Omega, \) when connected in series or in
parallel. Then the magnitude of current flowing through the external resistance is :
\( \mathbf{A} \cdot 0.75 A \)
в. \( 1 A \)
\( c .1 .5 A \)
D. zero",Physics,three similar cell emf internal resistance send current external resistance omega connected series parallel magnitude current flowing external resistance mathbfa cdot 075 zero,Electricity,Hard,1078,1,48,258,Medium,optics,,,,,,
What is isothermal process?,Physics,isothermal process,Other,Unknown,1009,1,100,150,Hard,thermodynamics,,,,,,
"If he has maintained a uniform velocity
for the last \( 50 m \) and he covered that
distance in \( 1 s \) determine the velocity at
the end of \( 350 m \)",Physics,maintained uniform velocity last 50 covered distance determine velocity end 350,Kinematics,Easy,1006,10,81,294,Hard,kinematics,,,,,,
"A boy standing on a long railroad car throws a ball straight upwards. The car is moving on the horizontal road with an
acceleration of \( 1 \mathrm{ms}^{-2} \) and the
projection velocity in the vertical direction is \( 9 \cdot 8 m s^{-2} . \) How far behind
the boy will the ball fall on the car?",Physics,boy standing long railroad car throw ball straight upwards car moving horizontal road acceleration mathrmms2 projection velocity vertical direction cdot s2 far behind boy ball fall car,Kinematics,Easy,1080,8,47,256,Medium,optics,,,,,,
"Latent heat of fusion of ice is:
A \( .336 k J k g^{-1} \)
в. \( 663 k J k g^{-1} \)
c. \( 363 k J k g^{-1} \)
D. \( 636 k J k g^{-1} \)",Physics,latent heat fusion ice 336 g1 663 g1 363 g1 636 g1,Thermodynamics,Medium,1084,8,22,177,Easy,thermodynamics,,,,,,
"At what distance should an object be placed from a convex lens of focal length \( 18 \mathrm{cm} \) to obtain an image at
\( 24 c m \) if on the other side. What will be
the magnification produced in this
case?",Physics,distance object placed convex lens focal length 18 mathrmcm obtain image 24 side magnification produced case,Optics,Easy,1050,9,80,256,Hard,kinematics,,,,,,
"SONAR set up consists of :
A. a transmitter
B. a detector
c. channe
D. all of the above",Physics,sonar set consists transmitter detector channe,Other,Unknown,1047,3,97,85,Hard,kinematics,SONAR set up consists of :,a transmitter,a detector,channe,all of the above,
"List some ways in which friction
between two surfaces can be reduced.",Physics,list way friction two surface reduced,Mechanics,Medium,1017,5,55,233,Medium,electricity,,,,,,
"Action and reaction act on:
A. same body in opposite directions
B. different bodies in opposite directions
C. different bodies, but in same direction
D. same body in same direction",Physics,action reaction act body opposite direction different body opposite direction different body direction body direction,Other,Unknown,1045,5,92,36,Hard,thermodynamics,Action and reaction act on:,same body in opposite directions,different bodies in opposite directions,"different bodies, but in same direction",same body in same direction,
"A gun fires a bullet. the barrel of the gun
is inclined at an angle of \( 45^{\circ} \) with horizontal. when the bullet leaves the
barrel it will be travelling at an angle greater than \( 45^{\circ} \) with horizontal.
A. True
B. False",Physics,gun fire bullet barrel gun inclined angle 45circ horizontal bullet leaf barrel travelling angle greater 45circ horizontal true false,Other,Unknown,1045,10,29,112,Easy,other,,,,,,
"Q Type your question
from a solid surface is represented by which of the graphs shown in the
figure?
\( A \)
B.
\( c \)
\( D \)",Physics,type question solid surface represented graph shown figure,Kinematics,Easy,1001,2,69,117,Medium,optics,,,,,,
"According to Rutherford's \( \alpha \) -scattering
experiment, which of the following is
the INCORRECT conclusion?
A. There is a large space between the nucleus of the atom and the electrons
B. The electrons orbit the nucleus of the atom.
C . The nucleus is positively charged.
D. The atom is neutral.
E. Electrons can change orbits when they absorb or emit energy.",Physics,according rutherford alpha scattering experiment following incorrect conclusion large space nucleus atom electron electron orbit nucleus atom nucleus positively charged atom neutral electron change orbit absorb emit energy,Mechanics,Medium,1032,8,78,94,Hard,kinematics,,,,,,
"On the application of a constant torque, a wheel is turned from rest through 400
radian in \( 10 s . \) Calculate its angular
acceleration. \( \left(\operatorname{in} r a d / s^{2}\right) \)
A . 8
B. 9
\( c \cdot 4 \)
D.",Physics,application constant torque wheel turned rest 400 radian 10 calculate angular acceleration leftoperatornamein s2right cdot,Kinematics,Easy,1085,9,73,147,Hard,thermodynamics,,,,,,
"A sphere rolling on a horizontal rough
surface collides elastically with a
smooth vertical wall, as shown in
Figure. State which of the following statements is true or false.

After collision the friction the linear
force acts on the sphere such that it decreases the linear speed and
increases the angular speed.",Physics,sphere rolling horizontal rough surface collides elastically smooth vertical wall shown figure state following statement true false collision friction linear force act sphere decrease linear speed increase angular speed,Mechanics,Medium,1096,8,28,278,Easy,mechanics,,,,,,
"Bernoulli's theorem is a consequence of the law of conservation of :
A. Angular momentum
B. Mass
c. Energy
D. Momentum",Physics,bernoulli theorem consequence law conservation angular momentum mass energy momentum,Mechanics,Medium,1037,9,34,72,Easy,mechanics,Bernoulli's theorem is a consequence of the law of conservation of :,Angular momentum,Mass,Energy,Momentum,
"Is the color of emergent beam \( X \) white
ight:
A. True
B. False",Physics,color emergent beam white ight true false,Other,Unknown,1032,3,27,252,Easy,other,,,,,,
